attendance,date,division,f1_r1_clinch_a,f1_r1_clinch_l,f1_r1_distance_a,f1_r1_distance_l,f1_r1_ground_a,f1_r1_ground_l,f1_r1_kd,f1_r1_pass,f1_r1_rev,f1_r1_s_a,f1_r1_s_l,f1_r1_ss_a,f1_r1_ss_body_a,f1_r1_ss_body_l,f1_r1_ss_head_a,f1_r1_ss_head_l,f1_r1_ss_l,f1_r1_ss_leg_a,f1_r1_ss_leg_l,f1_r1_sub_a,f1_r1_td_a,f1_r1_td_l,f1_r2_clinch_a,f1_r2_clinch_l,f1_r2_distance_a,f1_r2_distance_l,f1_r2_ground_a,f1_r2_ground_l,f1_r2_kd,f1_r2_pass,f1_r2_rev,f1_r2_s_a,f1_r2_s_l,f1_r2_ss_a,f1_r2_ss_body_a,f1_r2_ss_body_l,f1_r2_ss_head_a,f1_r2_ss_head_l,f1_r2_ss_l,f1_r2_ss_leg_a,f1_r2_ss_leg_l,f1_r2_sub_a,f1_r2_td_a,f1_r2_td_l,f1_r3_clinch_a,f1_r3_clinch_l,f1_r3_distance_a,f1_r3_distance_l,f1_r3_ground_a,f1_r3_ground_l,f1_r3_kd,f1_r3_pass,f1_r3_rev,f1_r3_s_a,f1_r3_s_l,f1_r3_ss_a,f1_r3_ss_body_a,f1_r3_ss_body_l,f1_r3_ss_head_a,f1_r3_ss_head_l,f1_r3_ss_l,f1_r3_ss_leg_a,f1_r3_ss_leg_l,f1_r3_sub_a,f1_r3_td_a,f1_r3_td_l,f1_r4_clinch_a,f1_r4_clinch_l,f1_r4_distance_a,f1_r4_distance_l,f1_r4_ground_a,f1_r4_ground_l,f1_r4_kd,f1_r4_pass,f1_r4_rev,f1_r4_s_a,f1_r4_s_l,f1_r4_ss_a,f1_r4_ss_body_a,f1_r4_ss_body_l,f1_r4_ss_head_a,f1_r4_ss_head_l,f1_r4_ss_l,f1_r4_ss_leg_a,f1_r4_ss_leg_l,f1_r4_sub_a,f1_r4_td_a,f1_r4_td_l,f1_r5_clinch_a,f1_r5_clinch_l,f1_r5_distance_a,f1_r5_distance_l,f1_r5_ground_a,f1_r5_ground_l,f1_r5_kd,f1_r5_pass,f1_r5_rev,f1_r5_s_a,f1_r5_s_l,f1_r5_ss_a,f1_r5_ss_body_a,f1_r5_ss_body_l,f1_r5_ss_head_a,f1_r5_ss_head_l,f1_r5_ss_l,f1_r5_ss_leg_a,f1_r5_ss_leg_l,f1_r5_sub_a,f1_r5_td_a,f1_r5_td_l,f1_tot_clinch_a,f1_tot_clinch_l,f1_tot_distance_a,f1_tot_distance_l,f1_tot_ground_a,f1_tot_ground_l,f1_tot_kd,f1_tot_pass,f1_tot_rev,f1_tot_s_a,f1_tot_s_l,f1_tot_ss_a,f1_tot_ss_body_a,f1_tot_ss_body_l,f1_tot_ss_head_a,f1_tot_ss_head_l,f1_tot_ss_l,f1_tot_ss_leg_a,f1_tot_ss_leg_l,f1_tot_sub_a,f1_tot_td_a,f1_tot_td_l,f2_r1_clinch_a,f2_r1_clinch_l,f2_r1_distance_a,f2_r1_distance_l,f2_r1_ground_a,f2_r1_ground_l,f2_r1_kd,f2_r1_pass,f2_r1_rev,f2_r1_s_a,f2_r1_s_l,f2_r1_ss_a,f2_r1_ss_body_a,f2_r1_ss_body_l,f2_r1_ss_head_a,f2_r1_ss_head_l,f2_r1_ss_l,f2_r1_ss_leg_a,f2_r1_ss_leg_l,f2_r1_sub_a,f2_r1_td_a,f2_r1_td_l,f2_r2_clinch_a,f2_r2_clinch_l,f2_r2_distance_a,f2_r2_distance_l,f2_r2_ground_a,f2_r2_ground_l,f2_r2_kd,f2_r2_pass,f2_r2_rev,f2_r2_s_a,f2_r2_s_l,f2_r2_ss_a,f2_r2_ss_body_a,f2_r2_ss_body_l,f2_r2_ss_head_a,f2_r2_ss_head_l,f2_r2_ss_l,f2_r2_ss_leg_a,f2_r2_ss_leg_l,f2_r2_sub_a,f2_r2_td_a,f2_r2_td_l,f2_r3_clinch_a,f2_r3_clinch_l,f2_r3_distance_a,f2_r3_distance_l,f2_r3_ground_a,f2_r3_ground_l,f2_r3_kd,f2_r3_pass,f2_r3_rev,f2_r3_s_a,f2_r3_s_l,f2_r3_ss_a,f2_r3_ss_body_a,f2_r3_ss_body_l,f2_r3_ss_head_a,f2_r3_ss_head_l,f2_r3_ss_l,f2_r3_ss_leg_a,f2_r3_ss_leg_l,f2_r3_sub_a,f2_r3_td_a,f2_r3_td_l,f2_r4_clinch_a,f2_r4_clinch_l,f2_r4_distance_a,f2_r4_distance_l,f2_r4_ground_a,f2_r4_ground_l,f2_r4_kd,f2_r4_pass,f2_r4_rev,f2_r4_s_a,f2_r4_s_l,f2_r4_ss_a,f2_r4_ss_body_a,f2_r4_ss_body_l,f2_r4_ss_head_a,f2_r4_ss_head_l,f2_r4_ss_l,f2_r4_ss_leg_a,f2_r4_ss_leg_l,f2_r4_sub_a,f2_r4_td_a,f2_r4_td_l,f2_r5_clinch_a,f2_r5_clinch_l,f2_r5_distance_a,f2_r5_distance_l,f2_r5_ground_a,f2_r5_ground_l,f2_r5_kd,f2_r5_pass,f2_r5_rev,f2_r5_s_a,f2_r5_s_l,f2_r5_ss_a,f2_r5_ss_body_a,f2_r5_ss_body_l,f2_r5_ss_head_a,f2_r5_ss_head_l,f2_r5_ss_l,f2_r5_ss_leg_a,f2_r5_ss_leg_l,f2_r5_sub_a,f2_r5_td_a,f2_r5_td_l,f2_tot_clinch_a,f2_tot_clinch_l,f2_tot_distance_a,f2_tot_distance_l,f2_tot_ground_a,f2_tot_ground_l,f2_tot_kd,f2_tot_pass,f2_tot_rev,f2_tot_s_a,f2_tot_s_l,f2_tot_ss_a,f2_tot_ss_body_a,f2_tot_ss_body_l,f2_tot_ss_head_a,f2_tot_ss_head_l,f2_tot_ss_l,f2_tot_ss_leg_a,f2_tot_ss_leg_l,f2_tot_sub_a,f2_tot_td_a,f2_tot_td_l,fighter_1,fighter_1_detail_url,fighter_1_nn,fighter_2,fighter_2_detail_url,fighter_2_nn,location,referee,rounds,time,time_seconds,url,win_method,win_method_details,winner
17401,2020-02-08T00:00:00+00:00,Featherweight Bout,4,1,26,7,0,0,0,1,0,32,10,30,6,3,22,4,8,2,1,0,1,1,0,0,11,0,0,0,0,0,0,14,2,11,0,0,11,0,0,0,0,0,0,0,1,0,19,4,0,0,0,0,0,22,4,20,4,2,14,1,4,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,56,11,0,0,0,1,0,68,16,61,10,5,47,5,12,4,2,0,1,1,1,1,29,15,1,0,0,0,0,36,18,31,4,2,23,10,16,4,4,0,5,1,1,1,5,4,0,0,0,1,0,16,13,6,1,1,3,2,5,2,2,2,4,2,0,0,17,9,1,1,0,1,0,28,18,18,4,3,11,4,10,3,3,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,51,28,2,1,0,2,0,80,49,55,9,6,37,16,31,9,9,2,12,6,Austin Lingo,http://www.ufcstats.com/fighter-details/305d73ede05e31ad,"""Lights Out""",Youssef Zalal,http://www.ufcstats.com/fighter-details/52c2ae6d2f2d2613,"""The Moroccan Devil""","Houston, Texas, USA",Jeff Rexroad,3,5:00,300,http://www.ufcstats.com/fight-details/a6441acec6718f03,Decision - Unanimous,Chris Lee 27 - 30.Robert Alexander 27 - 30.Robin Williams 27 - 30.,Youssef Zalal
6449,2020-02-15T00:00:00+00:00,Flyweight Bout,1,0,56,22,0,0,0,0,0,57,22,57,13,8,42,12,22,2,2,0,1,0,1,1,66,22,0,0,0,0,0,67,23,67,11,7,49,9,23,7,7,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,122,44,0,0,0,0,0,124,45,124,24,15,91,21,45,9,9,0,2,0,3,2,59,17,0,0,0,0,0,74,31,62,5,2,52,14,19,5,3,0,0,0,6,6,57,28,1,1,1,0,0,65,36,64,8,8,46,19,35,10,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,116,45,1,1,1,0,0,139,67,126,13,10,98,33,54,15,11,0,0,0,Mark De La Rosa,http://www.ufcstats.com/fighter-details/f57dd0bfa8c17813,"""Bumblebee""",Raulian Paiva,http://www.ufcstats.com/fighter-details/82b4e942781b1046,,"Rio Rancho, New Mexico, USA",Robert Romero,2,4:42,282,http://www.ufcstats.com/fight-details/8725dc88f2e0a6f3,KO/TKO,Punch to Head At Distance,Raulian Paiva
10025,2020-02-22T00:00:00+00:00,Women's Flyweight Bout,0,0,17,8,1,0,1,0,0,18,8,18,0,0,18,8,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17,8,1,0,1,0,0,18,8,18,0,0,18,8,8,0,0,0,0,0,0,0,11,5,0,0,0,0,0,11,5,11,2,1,9,4,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11,5,0,0,0,0,0,11,5,11,2,1,9,4,5,0,0,0,0,0,Priscila Cachoeira,http://www.ufcstats.com/fighter-details/b1e5bcaad32a3cac,"""Zombie Girl""",Shana Dobson,http://www.ufcstats.com/fighter-details/122ac9b816d8b71c,"""Danger""","Auckland, New Zealand",Neil Swailes,1,0:40,40,http://www.ufcstats.com/fight-details/102fb91414fd24ab,KO/TKO,Punch to Head At Distance,Priscila Cachoeira
7098,2020-02-29T00:00:00+00:00,Welterweight Bout,0,0,45,19,0,0,0,0,0,45,19,45,2,2,33,9,19,10,8,0,2,0,0,0,17,9,9,9,0,3,0,47,34,26,1,1,20,12,18,5,5,0,4,2,1,1,11,4,8,5,0,3,0,99,72,20,0,0,18,9,10,2,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,73,32,17,14,0,6,0,191,125,91,3,3,71,30,47,17,14,1,9,4,7,4,59,24,0,0,0,0,0,66,28,66,8,8,48,12,28,10,8,0,0,0,1,0,13,6,0,0,0,0,0,15,7,14,2,2,10,2,6,2,2,0,1,0,0,0,7,3,0,0,0,0,0,7,3,7,0,0,6,2,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,79,33,0,0,0,0,0,88,38,87,10,10,64,16,37,13,11,0,1,0,Sean Brady,http://www.ufcstats.com/fighter-details/45f7cb591c3ab00b,,Ismail Naurdiev,http://www.ufcstats.com/fighter-details/6a96ad1bc34fb113,"""The Austrian Wonderboy""","Norfolk, Virginia, USA",Scott Howard,3,5:00,300,http://www.ufcstats.com/fight-details/533d0b5c0adfa15f,Decision - Unanimous,Lisa Cuellar 30 - 27.Chris Lee 29 - 27.Brian Costello 29 - 28.,Sean Brady
15077,2020-03-07T00:00:00+00:00,Bantamweight Bout,1,0,27,12,5,5,1,0,0,33,17,33,2,0,29,16,17,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,27,12,5,5,1,0,0,33,17,33,2,0,29,16,17,2,1,0,0,0,2,2,21,9,0,0,0,0,0,23,11,23,6,3,7,0,11,10,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,21,9,0,0,0,0,0,23,11,23,6,3,7,0,11,10,8,0,0,0,Danaa Batgerel,http://www.ufcstats.com/fighter-details/3b0a516d2921e0d6,"""Storm""",Guido Cannetti,http://www.ufcstats.com/fighter-details/d05412b513b19621,"""Ninja""","Las Vegas, Nevada, USA",Chris Tognoni,1,3:01,181,http://www.ufcstats.com/fight-details/467e08195b29e857,KO/TKO,Punch to Head At Distance,Danaa Batgerel
14319,2019-06-01T00:00:00+00:00,Lightweight Bout,0,0,13,3,3,3,0,0,0,53,43,16,1,0,11,4,6,4,2,0,0,0,1,1,10,2,14,10,0,1,1,60,44,25,3,1,21,12,13,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,23,5,17,13,0,1,1,113,87,41,4,1,32,16,19,5,2,0,0,0,0,0,10,6,7,5,0,1,0,55,46,17,0,0,13,7,11,4,4,0,1,1,0,0,3,2,0,0,0,1,0,13,10,3,0,0,3,2,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13,8,7,5,0,2,0,68,56,20,0,0,16,9,13,4,4,0,2,2,Joel Alvarez,http://www.ufcstats.com/fighter-details/58bbef3770bb2dfc,"""El Fenomeno""",Danilo Belluardo,http://www.ufcstats.com/fighter-details/c3f6db17cea09ca7,"""Caterpillar""","Stockholm, Sweden",Rebin Saber,2,2:22,142,http://www.ufcstats.com/fight-details/a4e210bcdcc1bf5b,KO/TKO,Punches to Head From Half Guard,Joel Alvarez
18177,2019-06-08T00:00:00+00:00,Women's Flyweight Bout,3,1,81,25,0,0,0,0,0,85,27,84,10,7,70,15,26,4,4,0,2,0,2,2,48,24,1,1,0,0,0,79,52,51,8,8,39,15,27,4,4,0,0,0,0,0,86,29,0,0,0,0,0,86,29,86,9,5,70,20,29,7,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,215,78,1,1,0,0,0,250,108,221,27,20,179,50,82,15,12,0,2,0,2,0,104,45,0,0,0,0,0,106,45,106,12,4,53,7,45,41,34,0,0,0,10,7,58,20,1,1,0,0,0,99,54,69,18,9,35,6,28,16,13,0,3,2,0,0,90,39,1,0,0,0,0,95,42,91,10,6,51,11,39,30,22,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,252,104,2,1,0,0,0,300,141,266,40,19,139,24,112,87,69,0,4,3,Katlyn Chookagian,http://www.ufcstats.com/fighter-details/e872e9a9a902c045,"""Blonde Fighter""",Joanne Calderwood,http://www.ufcstats.com/fighter-details/12f91bfa8f1f723b,"""JoJo""","Chicago, Illinois, USA",Dan Miragliotta,3,5:00,300,http://www.ufcstats.com/fight-details/82eb6fa58ae52428,Decision - Unanimous,Chris Lee 29 - 28.Brandon Mason 29 - 28.Sal D'amato 30 - 27.,Katlyn Chookagian
7682,2019-06-22T00:00:00+00:00,Middleweight Bout,6,4,83,33,0,0,0,0,0,90,38,89,12,11,75,24,37,2,2,0,2,0,23,18,137,59,0,0,0,0,0,160,77,160,26,21,134,56,77,0,0,0,0,0,16,10,102,45,0,0,0,0,0,119,56,118,8,7,107,45,55,3,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,32,322,137,0,0,0,0,0,369,171,367,46,39,316,125,169,5,5,0,3,0,9,9,52,16,0,0,0,0,0,61,25,61,5,5,56,20,25,0,0,0,0,0,13,11,57,26,0,0,0,0,0,70,37,70,5,5,64,31,37,1,1,0,0,0,16,14,77,32,0,0,0,0,0,93,46,93,7,7,86,39,46,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,34,186,74,0,0,0,0,0,224,108,224,17,17,206,90,108,1,1,0,0,0,Deron Winn,http://www.ufcstats.com/fighter-details/483a953b18d73bb3,,Eric Spicely,http://www.ufcstats.com/fighter-details/b9664eae2ac75262,"""Zebrinha""","Greenville, South Carolina, USA",Dan Miragliotta,3,5:00,300,http://www.ufcstats.com/fight-details/f81f8cfe30e0a1e9,Decision - Unanimous,Chris Lee 29 - 28.Matthew Mesardjian 29 - 28.Eric Colon 29 - 28.,Deron Winn
14790,2019-03-02T00:00:00+00:00,Women's Strawweight Bout,0,0,45,17,0,0,0,0,0,46,17,45,12,8,27,3,17,6,6,0,0,0,0,0,23,11,4,4,0,0,0,88,63,27,5,4,19,8,15,3,3,0,0,0,8,8,94,37,0,0,0,0,0,102,45,102,22,16,68,18,45,12,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,162,65,4,4,0,0,0,236,125,174,39,28,114,29,77,21,20,0,0,0,0,0,40,13,8,4,1,0,0,55,22,48,9,5,28,6,17,11,6,0,0,0,0,0,22,6,1,1,0,0,0,43,26,23,6,3,13,2,7,4,2,0,0,0,8,8,76,35,0,0,0,0,0,84,43,84,33,23,42,13,43,9,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,138,54,9,5,1,0,0,182,91,155,48,31,83,21,67,24,15,0,0,0,Polyana Viana,http://www.ufcstats.com/fighter-details/9673a497a9da119a,"""Dama de Ferro""",Hannah Cifers,http://www.ufcstats.com/fighter-details/2244d9a2b64b8c3b,"""Shockwave""","Las Vegas, Nevada, USA",Mark Smith,3,5:00,300,http://www.ufcstats.com/fight-details/0405e4446e8f239a,Decision - Split,Dave Hagen 29 - 28.Ron McCarthy 28 - 29.Tony Weeks 28 - 29.,Hannah Cifers
7265,2019-03-09T00:00:00+00:00,Lightweight Bout,5,2,1,0,0,0,0,0,0,14,9,6,1,1,5,1,2,0,0,1,1,0,9,8,35,18,0,0,0,0,0,44,26,44,9,9,34,16,26,1,1,2,0,0,17,12,15,9,0,0,0,0,0,46,35,32,8,7,24,14,21,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,22,51,27,0,0,0,0,0,104,70,82,18,17,63,31,49,1,1,3,3,2,14,11,3,2,7,6,0,0,0,30,25,24,1,1,18,14,19,5,4,0,3,1,4,3,34,10,0,0,0,0,0,39,14,38,4,2,31,8,13,3,3,0,4,0,12,6,14,4,0,0,0,0,0,27,11,26,4,3,22,7,10,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,51,16,7,6,0,0,0,96,50,88,9,6,71,29,42,8,7,0,9,1,Alex White,http://www.ufcstats.com/fighter-details/c17041f1bb5768d8,"""The Spartan""",Dan Moret,http://www.ufcstats.com/fighter-details/66e98b3bb5fc5250,"""The Hitman""","Wichita, Kansas, USA",Marcio Laselva,3,5:00,300,http://www.ufcstats.com/fight-details/6c9bf1d285cf5dd4,Decision - Unanimous,Chris Lee 29 - 28.Michael Bell 29 - 28.Greg DiVilbiss 29 - 28.,Alex White
16602,2019-03-16T00:00:00+00:00,Featherweight Bout,1,1,14,5,2,2,0,1,0,20,11,17,1,0,16,8,8,0,0,0,1,1,10,8,26,15,3,2,1,0,0,39,25,39,1,1,38,24,25,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,40,20,5,4,1,1,0,59,36,56,2,1,54,32,33,0,0,0,3,1,1,0,39,6,0,0,0,0,0,40,6,40,3,0,31,3,6,6,3,0,1,0,3,2,52,14,0,0,0,0,0,55,16,55,2,1,51,13,16,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,91,20,0,0,0,0,0,95,22,95,5,1,82,16,22,8,5,0,1,0,Mike Grundy,http://www.ufcstats.com/fighter-details/56fcb2c4d99f9d1b,,Nad Narimani,http://www.ufcstats.com/fighter-details/776a58a67665a171,"""Smiler""","London, England, United Kingdom",Daniel Movahedi,2,4:42,282,http://www.ufcstats.com/fight-details/9763e27bf80abe42,KO/TKO,Punches to Head At Distance,Mike Grundy
10863,2019-03-23T00:00:00+00:00,Flyweight Bout,1,0,15,6,0,0,0,0,0,16,6,16,1,0,13,5,6,2,1,0,0,0,0,0,30,8,0,0,0,0,0,30,8,30,1,1,27,5,8,2,2,0,0,0,1,0,34,11,0,0,0,0,0,35,11,35,1,0,29,8,11,5,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,79,25,0,0,0,0,0,81,25,81,3,1,69,18,25,9,6,0,0,0,3,1,28,14,0,0,0,0,0,31,15,31,8,5,12,1,15,11,9,0,2,0,0,0,40,17,0,0,0,0,0,40,17,40,3,2,24,9,17,13,6,0,1,1,0,0,34,15,0,0,0,0,0,34,15,34,3,3,27,9,15,4,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,102,46,0,0,0,0,0,105,47,105,14,10,63,19,47,28,18,0,3,1,Eric Shelton,http://www.ufcstats.com/fighter-details/a0c64f272b65d441,"""Showtime""",Jordan Espinosa,http://www.ufcstats.com/fighter-details/215a70f073a7b726,,"Nashville, Tennessee, USA",Jimmy Neely,3,5:00,300,http://www.ufcstats.com/fight-details/469fba0129c95278,Decision - Unanimous,Anthony Manes 27 - 30.Derek Cleary 28 - 29.Brian Puccillo 27 - 30.,Jordan Espinosa
11123,2019-03-30T00:00:00+00:00,Bantamweight Bout,2,1,24,9,27,17,0,1,0,91,58,53,3,1,45,22,27,5,4,0,2,1,0,0,14,6,15,14,0,0,0,50,35,29,1,0,18,14,20,10,6,0,1,1,0,0,26,11,2,2,0,0,0,79,57,28,1,1,11,1,13,16,11,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,64,26,44,33,0,1,0,220,150,110,5,2,74,37,60,31,21,0,4,2,2,2,21,8,5,3,0,0,0,58,40,28,2,2,22,8,13,4,3,0,0,0,0,0,10,1,4,4,0,0,0,35,21,14,0,0,13,5,5,1,0,0,0,0,0,0,39,6,3,2,0,0,0,47,13,42,0,0,38,6,8,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,70,15,12,9,0,0,0,140,74,84,2,2,73,19,26,9,5,0,0,0,Alex Perez,http://www.ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,,Mark De La Rosa,http://www.ufcstats.com/fighter-details/f57dd0bfa8c17813,"""Bumblebee""","Philadelphia, Pennsylvania, USA",Bill Bookwalter,3,5:00,300,http://www.ufcstats.com/fight-details/3db15d45e8490c22,Decision - Unanimous,Greg Monskie 30 - 27.Cardo Urso 30 - 27.David Brogan 30 - 27.,Alex Perez
14297,2019-04-13T00:00:00+00:00,Bantamweight Bout,5,4,64,25,0,0,0,0,0,73,33,69,8,3,51,17,29,10,9,0,0,0,1,1,18,5,0,0,0,0,0,20,7,19,3,3,16,3,6,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,82,30,0,0,0,0,0,93,40,88,11,6,67,20,35,10,9,1,0,0,3,2,76,32,0,0,0,0,0,81,36,79,8,6,70,27,34,1,1,0,0,0,0,0,22,12,0,0,0,0,0,23,13,22,3,2,19,10,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,98,44,0,0,0,0,0,104,49,101,11,8,89,37,46,1,1,0,0,0,Brandon Davis,http://www.ufcstats.com/fighter-details/cc351e408bbb7d43,"""Killer B""",Randy Costa,http://www.ufcstats.com/fighter-details/325ad0dd9126d3df,"""The Zohan""","Atlanta, Georgia, USA",Jason Herzog,2,1:12,72,http://www.ufcstats.com/fight-details/79da0eacafb22f86,Submission,Rear Naked Choke,Brandon Davis
7326,2019-04-20T00:00:00+00:00,Lightweight Bout,0,0,6,4,6,6,1,0,0,13,11,12,1,1,9,7,10,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,4,6,6,1,0,0,13,11,12,1,1,9,7,10,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,Magomed Mustafaev,http://www.ufcstats.com/fighter-details/31d7446b184e3305,"""The Sniper""",Rafael Fiziev,http://www.ufcstats.com/fighter-details/c814b4c899793af6,"""Ataman""","Saint Petersburg, Saint Petersburg, Russia",Vjacheslav Kiselev,1,1:26,86,http://www.ufcstats.com/fight-details/75bc89630027c601,KO/TKO,Spinning Back Kick Head,Magomed Mustafaev
12754,2019-04-27T00:00:00+00:00,Welterweight Bout,1,1,57,15,0,0,0,0,0,60,18,58,14,6,38,6,16,6,4,0,4,0,0,0,82,23,0,0,0,0,0,82,23,82,9,4,62,10,23,11,9,0,1,0,3,3,84,22,1,1,1,0,0,90,28,88,11,5,66,12,26,11,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,223,60,1,1,1,0,0,232,69,228,34,15,166,28,65,28,22,0,8,0,0,0,39,18,0,0,0,0,0,41,20,39,9,7,30,11,18,0,0,0,1,0,1,1,57,21,0,0,0,0,0,58,22,58,6,3,51,18,22,1,1,0,2,0,3,2,59,23,0,0,0,0,0,62,25,62,7,6,54,18,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,155,62,0,0,0,0,0,161,67,159,22,16,135,47,65,2,2,0,3,0,Court McGee,http://www.ufcstats.com/fighter-details/523fa774700d7d3f,"""The Crusher""",Dhiego Lima,http://www.ufcstats.com/fighter-details/e9213f53ddeca978,,"Sunrise, Florida, USA",Dan Miragliotta,3,5:00,300,http://www.ufcstats.com/fight-details/7c13de66ce543d84,Decision - Split,Chris Lee 28 - 29.Richard Bertrand 29 - 28.Sal D'amato 27 - 30.,Dhiego Lima
